freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250026,Anna Mccann,FEMALE,22,South Korea,Korean,DevOps,0,30,1.2,TRUE,0.7
FL250027,Marissa Bass,FEMALE,34,Japan,Japanese,Blockchain Development,8,20,0,TRUE,0.89
FL250028,Alexis Day,FEMALE,36,Russia,Russian,Graphic Design,11,40,1.8,TRUE,0.86
FL250029,Megan Jones,FEMALE,47,Canada,English,AI,22,30,1.3,FALSE,0.62
FL250030,Lori Smith,FEMALE,41,Netherlands,Dutch,Data Analysis,14,75,1.2,FALSE,0.79
FL250031,Eric Carpenter,MALE,22,Netherlands,Dutch,DevOps,4,40,1,TRUE,0.79
FL250032,Timothy Daniels,MALE,38,France,French,Machine Learning,19,100,4.2,FALSE,0.68
FL250033,Robert Nelson,MALE,46,Egypt,Arabic,AI,9,20,1.4,TRUE,0.76
FL250034,Michael Anderson,MALE,41,South Korea,Korean,AI,9,40,2.4,TRUE,0.82
FL250035,Jessica Snyder,FEMALE,54,United States,English,Web Development,32,75,1,TRUE,0.81
FL250036,Emily Daniels,FEMALE,52,South Korea,Korean,Web Development,28,20,2.6,FALSE,0.79
FL250037,Jamie Ramirez,FEMALE,42,Japan,Japanese,Mobile Apps,6,40,2.6,FALSE,0.63
FL250038,Amy Harrison,FEMALE,29,Netherlands,Dutch,Graphic Design,10,40,2.2,FALSE,0.67
FL250039,Melinda White,FEMALE,42,South Africa,Afrikaans,Mobile Apps,23,50,3.2,TRUE,0.79
FL250040,James Hernandez,MALE,60,Japan,Japanese,Web Development,13,20,3.6,FALSE,0.8
FL250041,Angelica Rogers,FEMALE,59,United Kingdom,English,AI,3,50,0,FALSE,0.79
FL250042,Savannah Williams,FEMALE,21,Canada,English,Web Development,0,30,2.7,TRUE,0.84
FL250043,Kaitlyn Schmidt,FEMALE,35,Germany,German,DevOps,10,50,0,FALSE,0.79
FL250044,Jason Singh,MALE,41,United Kingdom,English,Data Analysis,9,20,2.8,TRUE,0.63
FL250045,Michelle Ramirez,FEMALE,51,Netherlands,Dutch,Machine Learning,23,20,2.5,FALSE,0.8
FL250046,James Brown,MALE,41,South Africa,Afrikaans,Web Development,9,75,4.9,TRUE,0.74
FL250047,Mrs. Samantha Simmons,FEMALE,47,Egypt,Arabic,DevOps,15,30,4.5,TRUE,0.85
FL250048,Chase Mason,MALE,25,China,Mandarin,Graphic Design,4,50,2.7,FALSE,0.77
FL250049,Dominique Ward,FEMALE,25,Mexico,Spanish,Mobile Apps,7,20,1.9,FALSE,0.79
FL250050,Lance Griffin,MALE,29,Netherlands,Dutch,UI/UX Design,1,20,1.4,TRUE,0.63
FL250051,Julie Burgess,FEMALE,23,Argentina,Spanish,Cybersecurity,0,75,1.9,TRUE,0.79
FL250052,Don Scott,MALE,31,France,French,Data Analysis,8,50,3.4,FALSE,0.79
FL250053,Kyle Atkinson,MALE,51,Germany,German,Machine Learning,33,75,3.3,FALSE,0.68
FL250054,Jimmy Hogan,MALE,41,Spain,Spanish,UI/UX Design,1,30,0,FALSE,0.68
FL250055,Jennifer Mcintyre,FEMALE,29,Turkey,Turkish,Cybersecurity,11,100,2.3,TRUE,0.72
FL250056,Larry Simpson,MALE,50,United Kingdom,English,AI,15,40,2,TRUE,0.65
FL250057,Laura Price,FEMALE,26,United Kingdom,English,DevOps,8,50,1.3,FALSE,0.76
FL250058,Mark Wright,MALE,38,Canada,English,AI,17,40,4,TRUE,0.9
FL250059,Samantha Mcdaniel,FEMALE,23,India,Hindi,Mobile Apps,9,75,3.6,TRUE,0.65
FL250060,Barbara Foster,FEMALE,51,South Africa,Afrikaans,DevOps,28,40,3.9,FALSE,0.63
FL250061,Courtney Tran,FEMALE,51,Indonesia,Indonesian,AI,33,75,0,TRUE,0.79
FL250062,Eddie Todd,MALE,47,Germany,German,AI,18,75,0,FALSE,0.79
FL250063,Christine Johnson,FEMALE,34,Russia,Russian,UI/UX Design,16,20,2.3,TRUE,0.93
FL250064,Leah Phelps,FEMALE,58,Indonesia,Indonesian,Data Analysis,35,50,4.7,FALSE,0.7
FL250065,Rebekah Williams,FEMALE,50,Russia,Russian,AI,14,40,3.5,TRUE,0.83
FL250066,Crystal Wilson,FEMALE,34,Spain,Spanish,Web Development,12,40,2.4,TRUE,0.64
FL250067,Ashley Cordova,FEMALE,45,Brazil,Portuguese,AI,11,75,4,FALSE,1
FL250068,Vicki Kelly,FEMALE,55,Brazil,Portuguese,Web Development,0,40,0,TRUE,0.79
FL250069,Corey Warren,MALE,41,Argentina,Spanish,UI/UX Design,6,100,1.5,FALSE,0.79
FL250070,Gina Thompson,FEMALE,60,China,Mandarin,UI/UX Design,38,20,2,FALSE,0.71
FL250071,Yvonne Berg,FEMALE,33,South Africa,Afrikaans,Mobile Apps,11,40,2.6,TRUE,0.84
FL250072,Thomas Miller,MALE,60,Italy,Italian,DevOps,13,50,1,FALSE,0.79
FL250073,Nicholas Burton,MALE,40,United States,English,Web Development,9,100,4.5,TRUE,0.69
FL250074,Jorge Riley,MALE,59,Australia,English,Blockchain Development,4,40,1.9,FALSE,0.88
FL250075,Melvin Harris,MALE,36,Italy,Italian,Machine Learning,14,100,3.7,FALSE,0.79
FL250076,Jeremy Meyer,MALE,32,India,Hindi,Data Analysis,9,30,1.9,TRUE,0.96
FL250077,Timothy Lee,MALE,59,Australia,English,AI,9,75,4,TRUE,0.96
FL250078,Diana Bautista,FEMALE,54,Spain,Spanish,DevOps,32,40,1.8,FALSE,0.79
FL250079,Leslie Rodriguez,FEMALE,37,Canada,English,Graphic Design,9,40,0,TRUE,0.89
FL250080,Noah Wiggins,MALE,54,India,Hindi,Machine Learning,21,100,4.6,FALSE,0.79
FL250081,Bridget Williams,FEMALE,33,Argentina,Spanish,UI/UX Design,12,100,3.6,FALSE,0.63
FL250082,Veronica Baker,FEMALE,25,Egypt,Arabic,Web Development,7,40,4.4,FALSE,0.81
FL250083,Andrew Avila,MALE,41,China,Mandarin,DevOps,3,40,4.6,FALSE,0.74
FL250084,Michael Roberson,MALE,35,South Korea,Korean,Web Development,5,75,3.2,FALSE,0.72
FL250085,Austin Jenkins,MALE,59,South Korea,Korean,AI,30,40,0,TRUE,0.79
FL250086,Brenda Green,FEMALE,21,China,Mandarin,DevOps,2,100,2.6,TRUE,0.85
FL250087,Samuel Pierce,MALE,25,United States,English,Mobile Apps,2,75,3.7,FALSE,0.79
FL250088,Briana Smith,FEMALE,38,Mexico,Spanish,Web Development,19,75,2.3,FALSE,0.61
FL250089,Ronald Barrett,MALE,57,Russia,Russian,AI,16,100,3.1,FALSE,0.79
FL250090,Matthew Smith,MALE,32,India,Hindi,Mobile Apps,10,20,2.4,FALSE,0.86
FL250091,Logan Huang,MALE,21,Italy,Italian,DevOps,2,100,1.6,TRUE,0.97
FL250092,Miranda Hutchinson,FEMALE,57,Canada,English,Cybersecurity,18,50,2.4,TRUE,0.63
FL250093,Paul Richardson,MALE,53,China,Mandarin,UI/UX Design,21,100,2.6,TRUE,0.97
FL250094,Jose Jones,MALE,35,Russia,Russian,Blockchain Development,3,30,3.8,TRUE,0.81
FL250095,Denise Smith,FEMALE,54,China,Mandarin,Machine Learning,17,20,1.7,FALSE,0.69
FL250096,Shelby Mcmahon,FEMALE,36,Italy,Italian,UI/UX Design,0,20,1.3,TRUE,0.64
FL250097,Bethany Wright,FEMALE,49,Spain,Spanish,Cybersecurity,25,50,5,FALSE,0.77
FL250098,David Ortiz,MALE,37,United States,English,Blockchain Development,17,20,3.3,FALSE,0.96
FL250099,Andrew Lynch,MALE,41,United States,English,UI/UX Design,5,20,1.1,FALSE,0.74
FL250100,Kristopher Meyers,MALE,32,Egypt,Arabic,UI/UX Design,10,50,1.2,FALSE,0.89
FL250101,Thomas Roth,MALE,35,India,Hindi,Mobile Apps,0,40,2,TRUE,0.64
FL250102,Vicki Brown,FEMALE,51,Russia,Russian,Graphic Design,2,30,4.5,FALSE,0.64
FL250103,Stacy Sutton,FEMALE,50,Russia,Russian,DevOps,30,100,3,TRUE,0.73
FL250104,Kimberly Holland,FEMALE,21,Turkey,Turkish,Blockchain Development,2,50,4.9,TRUE,0.68
FL250105,Travis Richardson,MALE,25,United States,English,Graphic Design,3,30,2.6,FALSE,0.88
FL250106,Jasmin Ho,FEMALE,57,France,French,DevOps,21,40,2.5,FALSE,0.77
FL250107,Mark Paul,MALE,58,Russia,Russian,Blockchain Development,3,40,0,TRUE,0.79
FL250108,Jennifer Lewis,FEMALE,45,Indonesia,Indonesian,Mobile Apps,19,40,2.6,TRUE,0.72
FL250109,Elizabeth Lester,FEMALE,23,United States,English,Web Development,0,20,4.7,TRUE,0.6
FL250110,Kimberly Griffin,FEMALE,46,United States,English,AI,9,30,3.5,FALSE,0.72
FL250111,Tyler Warner,MALE,27,Argentina,Spanish,UI/UX Design,5,30,2.6,FALSE,0.92
FL250112,Jane Cox,FEMALE,32,United States,English,Machine Learning,6,50,3.4,TRUE,0.79
FL250113,Leah Williams,FEMALE,48,Argentina,Spanish,Machine Learning,6,75,2.5,FALSE,0.92
FL250114,Kevin Wong,MALE,30,Turkey,Turkish,Mobile Apps,3,30,1.1,TRUE,0.79
FL250115,Robert Andrews,MALE,59,Turkey,Turkish,AI,13,20,4.8,FALSE,0.79
FL250116,Jessica Torres,FEMALE,32,Mexico,Spanish,AI,5,30,2.6,FALSE,0.86
FL250117,Teresa Kim,FEMALE,57,Egypt,Arabic,UI/UX Design,4,40,3.4,TRUE,0.68
FL250118,Jon Morgan,MALE,27,Australia,English,Machine Learning,7,20,3.2,TRUE,0.62
FL250119,Gloria Chaney,FEMALE,33,Indonesia,Indonesian,Machine Learning,13,20,3.2,FALSE,0.79
FL250120,Jesse Campbell,MALE,29,South Korea,Korean,Data Analysis,4,30,0,TRUE,0.82
FL250121,Allison Tucker MD,FEMALE,36,Indonesia,Indonesian,UI/UX Design,13,75,2.6,TRUE,0.79
FL250122,Candice Petersen,FEMALE,47,Italy,Italian,DevOps,5,40,3.7,FALSE,0.93
FL250123,Christopher Nichols,MALE,48,Canada,English,Machine Learning,15,50,1,TRUE,0.64
FL250124,Debra Garcia,FEMALE,27,China,Mandarin,UI/UX Design,8,50,0,FALSE,0.79
FL250125,Andrew Fuentes,MALE,34,Australia,English,Web Development,10,40,1.7,FALSE,0.96
FL250126,Jason Carter,MALE,49,South Korea,Korean,Data Analysis,19,40,5,TRUE,0.83
FL250127,Austin Romero,MALE,30,Brazil,Portuguese,Mobile Apps,10,100,1.7,TRUE,0.64
FL250128,Clayton Burns,MALE,31,Egypt,Arabic,Graphic Design,8,40,4.4,FALSE,0.7
FL250129,Jonathan Clark,MALE,58,China,Mandarin,Machine Learning,9,20,0,FALSE,0.65
FL250130,Alexander Griffin,MALE,47,France,French,Machine Learning,13,40,3.4,FALSE,0.67
FL250131,Shelly Whitehead,FEMALE,45,United Kingdom,English,Cybersecurity,14,100,1.1,FALSE,0.93
FL250132,Kaitlyn Davis,FEMALE,57,France,French,Machine Learning,0,50,1.6,FALSE,0.6
FL250133,Christopher Jones,MALE,50,India,Hindi,Web Development,22,100,4.1,FALSE,0.62
FL250134,Cindy Jacobs,FEMALE,41,Brazil,Portuguese,Machine Learning,4,40,2.5,FALSE,0.7
FL250135,Penny Day,FEMALE,45,Indonesia,Indonesian,Blockchain Development,22,100,4,TRUE,0.75
FL250136,Thomas Ingram,MALE,60,South Africa,Afrikaans,Cybersecurity,39,75,1.4,FALSE,0.7
FL250137,Donna Hansen,FEMALE,43,United Kingdom,English,Cybersecurity,5,50,2.6,TRUE,0.84
FL250138,Donna Bailey,FEMALE,39,France,French,Cybersecurity,5,40,1.2,FALSE,0.83
FL250139,Joshua Armstrong,MALE,26,Mexico,Spanish,UI/UX Design,5,50,0,FALSE,0.79
FL250140,Jonathan Garza,MALE,31,Germany,German,Cybersecurity,11,50,3.1,FALSE,0.88
FL250141,Charles Jones,MALE,52,France,French,UI/UX Design,15,50,0,TRUE,0.81
FL250142,Lindsey Miles,FEMALE,34,India,Hindi,Data Analysis,5,20,2.2,TRUE,0.8
FL250143,Eduardo Reed,MALE,45,United Kingdom,English,Web Development,7,75,3,TRUE,0.67
FL250144,Lee Fowler,MALE,46,United Kingdom,English,Cybersecurity,9,20,0,FALSE,0.82
FL250145,Steven Jones Jr.,MALE,56,France,French,UI/UX Design,21,100,0,TRUE,0.78
FL250146,Ashley Chen,FEMALE,59,Germany,German,AI,7,40,1.4,FALSE,0.81
FL250147,Erica Davis,FEMALE,54,Egypt,Arabic,Blockchain Development,4,40,1.4,TRUE,0.74
FL250148,Wayne Gonzales,MALE,36,Germany,German,UI/UX Design,7,30,0,FALSE,0.88
FL250149,Gary Ballard,MALE,25,Mexico,Spanish,Data Analysis,0,40,0,FALSE,0.9
FL250150,Maria Mcguire,FEMALE,37,Russia,Russian,Data Analysis,15,40,2.9,FALSE,0.79
FL250151,Matthew Richards,MALE,41,Turkey,Turkish,Data Analysis,10,40,0,FALSE,0.79
FL250152,Patrick Malone,MALE,29,Spain,Spanish,Data Analysis,11,20,2.7,FALSE,0.93
FL250153,Cindy Martin,FEMALE,55,Argentina,Spanish,Mobile Apps,12,100,1.8,TRUE,0.79
FL250154,Anne Edwards,FEMALE,38,Japan,Japanese,DevOps,20,75,1.1,FALSE,0.71
FL250155,Mitchell Martin,MALE,47,South Korea,Korean,DevOps,29,40,4.3,TRUE,0.95
FL250156,Mitchell Patrick,MALE,60,Brazil,Portuguese,Web Development,15,100,1.5,FALSE,0.8
FL250157,Rebecca Lyons,FEMALE,43,Italy,Italian,Data Analysis,9,20,2.2,FALSE,0.79
FL250158,Christian Lopez,MALE,56,South Africa,Afrikaans,Data Analysis,9,100,3.2,FALSE,0.62
FL250159,Nathan Blair,MALE,42,Russia,Russian,DevOps,2,50,1.9,FALSE,0.95
FL250160,Patricia Lopez,FEMALE,20,Spain,Spanish,Graphic Design,0,40,2.5,FALSE,0.79
FL250161,Michelle Wu,FEMALE,47,Indonesia,Indonesian,UI/UX Design,12,40,4.5,FALSE,0.62
FL250162,Donald Mitchell,MALE,41,Argentina,Spanish,Data Analysis,12,30,4.1,FALSE,0.68
FL250163,Sean Gordon,MALE,56,Indonesia,Indonesian,DevOps,15,75,0,FALSE,0.79
FL250164,Gregory Clarke,MALE,59,United Kingdom,English,DevOps,29,75,2.6,FALSE,0.8
FL250165,Steven Whitney,MALE,56,Japan,Japanese,Cybersecurity,15,40,3.7,FALSE,0.92
FL250166,Robin Acosta,FEMALE,31,South Africa,Afrikaans,Web Development,9,75,1.3,TRUE,0.65
FL250167,John Smith,MALE,60,South Korea,Korean,Mobile Apps,33,40,3.6,TRUE,0.87
FL250168,Susan Baker,FEMALE,31,Canada,English,Web Development,10,75,0,FALSE,0.7
FL250169,Anthony Larsen,MALE,60,Argentina,Spanish,Cybersecurity,20,40,1.4,FALSE,0.87
FL250170,Nicholas Carpenter,MALE,46,France,French,DevOps,23,20,2.9,FALSE,0.72
FL250171,Debra Salazar,FEMALE,41,Netherlands,Dutch,Blockchain Development,9,40,2.8,FALSE,0.8
FL250172,William Smith,MALE,34,Japan,Japanese,UI/UX Design,0,20,1.7,FALSE,0.66
FL250173,Caroline Gross,FEMALE,42,Netherlands,Dutch,Graphic Design,7,40,0,TRUE,0.79
FL250174,Jeremy Sawyer,MALE,31,United Kingdom,English,Data Analysis,4,75,1.1,TRUE,0.64
FL250175,Eduardo Burns,MALE,29,Brazil,Portuguese,UI/UX Design,9,20,2.6,FALSE,0.68
FL250176,Amanda Jones,FEMALE,57,Australia,English,Graphic Design,17,20,3.6,FALSE,0.63
FL250177,Frederick Ware,MALE,47,India,Hindi,DevOps,8,20,4.5,TRUE,0.72
FL250178,Michael Black,MALE,47,South Africa,Afrikaans,AI,14,30,0,TRUE,0.86
FL250179,Patricia Sanders,FEMALE,45,France,French,Graphic Design,21,30,1.5,TRUE,0.73
FL250180,Marc Joseph,MALE,24,Turkey,Turkish,Machine Learning,1,30,3.7,FALSE,0.95
FL250181,Vanessa White,FEMALE,31,Argentina,Spanish,Mobile Apps,12,20,2.3,FALSE,0.9
FL250182,Jennifer Garcia,FEMALE,20,Mexico,Spanish,Graphic Design,2,20,2.8,FALSE,0.78
FL250183,Michael Zavala,MALE,38,Japan,Japanese,Web Development,3,30,3.5,FALSE,0.97
FL250184,Kimberly Williams,FEMALE,33,Germany,German,UI/UX Design,11,40,0,TRUE,0.65
FL250185,Elizabeth Jenkins,FEMALE,31,Australia,English,Web Development,4,40,3.2,TRUE,0.78
FL250186,Brandon Ford,MALE,41,Spain,Spanish,Machine Learning,21,50,3.3,TRUE,0.65
FL250187,Justin House,MALE,54,Turkey,Turkish,Web Development,0,20,4.9,FALSE,0.79
FL250188,Henry Mullen,MALE,50,Mexico,Spanish,Data Analysis,6,30,2.2,TRUE,0.95
FL250189,Jesse Cochran,MALE,48,Brazil,Portuguese,Machine Learning,18,40,2.6,TRUE,0.88
FL250190,Melissa Rich,FEMALE,49,Mexico,Spanish,Graphic Design,9,40,1.8,FALSE,0.79
FL250191,Patrick Dunlap,MALE,21,South Korea,Korean,Graphic Design,1,75,4.6,FALSE,0.92
FL250192,Troy Carson,MALE,58,Australia,English,Graphic Design,20,75,2.8,FALSE,0.75
FL250193,Matthew Smith,MALE,41,Italy,Italian,DevOps,9,30,1.4,FALSE,0.74
FL250194,Jennifer Cherry,FEMALE,58,Russia,Russian,Blockchain Development,25,30,4.2,TRUE,0.71
FL250195,Brandi Tucker,FEMALE,50,South Africa,Afrikaans,Graphic Design,20,40,3.6,TRUE,0.89
FL250196,Zachary Burke,MALE,52,Indonesia,Indonesian,Web Development,33,100,1.6,FALSE,0.66
FL250197,Thomas Jones,MALE,34,Netherlands,Dutch,Data Analysis,6,100,2,FALSE,0.79
FL250198,Brian Dunn,MALE,32,France,French,Machine Learning,11,40,4.3,TRUE,0.86
FL250199,Shirley Strickland,FEMALE,50,India,Hindi,Graphic Design,28,100,4.9,TRUE,0.86
FL250200,Nicole Meyers,FEMALE,39,Argentina,Spanish,Data Analysis,11,100,3.5,TRUE,0.82
FL250201,Jill Stephens,FEMALE,25,Spain,Spanish,AI,2,100,2.5,FALSE,0.87
FL250202,Heidi Miranda,FEMALE,55,China,Mandarin,Machine Learning,7,100,1.7,TRUE,0.8
FL250203,Jesus Martinez,MALE,42,Italy,Italian,DevOps,10,100,4.6,TRUE,0.71
FL250204,Adam Payne,MALE,43,Russia,Russian,Mobile Apps,6,50,2.6,FALSE,0.77
FL250205,Walter Williams,MALE,54,Italy,Italian,DevOps,29,30,1.7,FALSE,0.68
FL250206,Shannon Farmer,FEMALE,21,Egypt,Arabic,Graphic Design,0,20,1.8,FALSE,0.91
FL250207,Peter Reyes,MALE,46,Canada,English,UI/UX Design,5,20,2.2,FALSE,0.75
FL250208,Kristen Knight,FEMALE,30,Spain,Spanish,Blockchain Development,11,40,1,FALSE,0.9
FL250209,William Moore Jr.,MALE,36,China,Mandarin,Machine Learning,11,75,3.2,FALSE,0.93
FL250210,Jennifer Rowe,FEMALE,47,Germany,German,Data Analysis,15,40,2.1,TRUE,0.94
FL250211,Mikayla Henry,FEMALE,43,Canada,English,Mobile Apps,1,50,4.6,TRUE,0.64
FL250212,Jacob Kerr,MALE,57,South Korea,Korean,Cybersecurity,8,20,0,TRUE,0.84
FL250213,Ryan Johnson,MALE,52,Italy,Italian,Machine Learning,30,20,2.8,FALSE,0.87
FL250214,Michael Ruiz,MALE,41,Germany,German,Blockchain Development,8,40,0,FALSE,0.64
FL250215,Monica Roberts,FEMALE,22,Indonesia,Indonesian,Machine Learning,0,100,2.7,TRUE,0.64
FL250216,Danny Brown,MALE,41,India,Hindi,Machine Learning,12,20,0,TRUE,0.8
FL250217,Karen Larsen,FEMALE,58,Spain,Spanish,Mobile Apps,4,50,3.1,FALSE,0.9
FL250218,Robert Evans,MALE,39,South Korea,Korean,Web Development,14,100,0,TRUE,0.92
FL250219,Sean Poole,MALE,32,Indonesia,Indonesian,Graphic Design,14,40,2.6,FALSE,0.96
FL250220,Richard Quinn,MALE,37,Canada,English,UI/UX Design,2,30,2.3,TRUE,0.79
FL250221,Jennifer Gonzalez,FEMALE,21,China,Mandarin,Cybersecurity,2,100,2.4,TRUE,0.79
FL250222,James Skinner,MALE,41,South Korea,Korean,Machine Learning,4,75,2.6,FALSE,0.85
FL250223,Michelle Hill,FEMALE,21,Canada,English,AI,0,40,1.1,FALSE,0.79
FL250224,Jacqueline Williams,FEMALE,58,China,Mandarin,Machine Learning,9,30,0,TRUE,0.65
FL250225,Darrell Johnson,MALE,60,Canada,English,Machine Learning,3,40,4.7,FALSE,0.63
FL250226,Ryan Crawford,MALE,27,South Africa,Afrikaans,Web Development,2,40,1.2,FALSE,0.79
FL250227,Chelsea Barber,FEMALE,29,Germany,German,Machine Learning,10,40,1.2,FALSE,0.78
FL250228,Elaine Martinez,FEMALE,54,Canada,English,Graphic Design,33,75,0,TRUE,0.62
FL250229,Joseph Kent,MALE,52,Mexico,Spanish,Machine Learning,12,40,1.2,FALSE,0.76
FL250230,Megan Welch,FEMALE,55,Indonesia,Indonesian,Blockchain Development,18,100,2.9,FALSE,0.97
FL250231,Stephen Ramirez,MALE,37,Brazil,Portuguese,Blockchain Development,4,40,2.6,FALSE,0.79
FL250232,Chloe Gray,FEMALE,34,Egypt,Arabic,Data Analysis,11,50,3.9,TRUE,0.82
FL250233,Michael Williams Jr.,MALE,20,France,French,Data Analysis,1,50,3.1,FALSE,0.71
FL250234,Matthew Martin,MALE,22,Mexico,Spanish,UI/UX Design,2,40,0,TRUE,0.79
FL250235,Julia Murphy,FEMALE,23,South Korea,Korean,Graphic Design,2,50,3.2,TRUE,0.79
FL250236,Anna Evans,FEMALE,53,South Korea,Korean,Blockchain Development,34,30,2.6,TRUE,0.79
FL250237,Brenda Fleming,FEMALE,56,South Korea,Korean,Graphic Design,27,100,4.7,TRUE,0.69
FL250238,Daniel Harrington,MALE,27,Canada,English,AI,4,75,5,FALSE,0.88
FL250239,Daniel Barnett,MALE,34,Italy,Italian,Mobile Apps,11,40,2.6,FALSE,0.67
FL250240,Mark Cummings,MALE,29,United States,English,Web Development,4,50,4,FALSE,0.79
FL250241,Christopher Guerra,MALE,34,India,Hindi,AI,11,40,1.2,TRUE,0.79
FL250242,Sarah Ho,FEMALE,32,Mexico,Spanish,AI,1,100,4.7,FALSE,0.67
FL250243,Veronica Thomas,FEMALE,21,South Africa,Afrikaans,Machine Learning,2,20,2.4,FALSE,0.86
FL250244,Mitchell Watson,MALE,20,Mexico,Spanish,Graphic Design,2,40,1.1,FALSE,0.69
FL250245,Monica Murphy,FEMALE,35,United States,English,Mobile Apps,10,50,1.4,TRUE,0.85
FL250246,Kristen Williams,FEMALE,47,United States,English,UI/UX Design,18,40,3.4,FALSE,0.6
FL250247,Nicole Wright,FEMALE,41,Turkey,Turkish,Blockchain Development,4,40,2.7,TRUE,0.7
FL250248,Andrew Ruiz,MALE,58,Argentina,Spanish,Web Development,23,40,4.9,FALSE,0.79
FL250249,Zachary Jackson,MALE,34,China,Mandarin,Data Analysis,6,75,1.9,TRUE,0.81
FL250250,Stephanie Carter,FEMALE,50,India,Hindi,Mobile Apps,5,100,2.6,TRUE,0.79
FL250251,Amy Olson,FEMALE,42,Mexico,Spanish,DevOps,19,75,4.6,FALSE,0.78
FL250252,Fred Stark,MALE,43,Germany,German,UI/UX Design,6,50,0,FALSE,0.81
FL250253,Jacob Gill,MALE,34,Germany,German,Data Analysis,8,75,1.8,TRUE,0.71
FL250254,Anthony Nichols,MALE,24,Spain,Spanish,Mobile Apps,3,75,2,FALSE,0.79
FL250255,William Knapp,MALE,48,South Africa,Afrikaans,UI/UX Design,8,30,5,TRUE,0.99
FL250256,Elizabeth Walker,FEMALE,39,South Korea,Korean,Data Analysis,12,20,3.2,TRUE,0.66
FL250257,Brenda Reeves,FEMALE,57,Australia,English,Blockchain Development,30,30,2.4,FALSE,0.8
FL250258,Carrie Little,FEMALE,44,Canada,English,Web Development,21,100,2.9,FALSE,0.83
FL250259,Steven Jackson,MALE,37,Brazil,Portuguese,UI/UX Design,17,20,0,TRUE,0.87
FL250260,Mark Perry,MALE,50,Turkey,Turkish,Data Analysis,9,30,3,FALSE,0.76
FL250261,Cameron Spencer,MALE,50,Spain,Spanish,UI/UX Design,2,50,1.6,FALSE,0.89
FL250262,Jennifer Holmes,FEMALE,28,France,French,Graphic Design,1,20,3.6,TRUE,0.94
FL250263,Jacob Joseph,MALE,48,Italy,Italian,Web Development,23,40,2.1,FALSE,0.68
FL250264,Jeffery Tucker,MALE,42,Germany,German,DevOps,8,30,3.6,TRUE,0.96
FL250265,Jacqueline Drake,FEMALE,37,Canada,English,Data Analysis,6,20,2.7,TRUE,0.91
FL250266,Brian Bautista,MALE,21,India,Hindi,Blockchain Development,1,100,2.1,TRUE,0.92
FL250267,Dakota Wells,MALE,50,South Korea,Korean,Web Development,19,40,4.9,FALSE,0.82
